review,label,sentiment,movie,hindi,back_translated,bleu_score,quality_flag,predicted_sentiment,sentiment_match
"This film completely fails to capture the essence of the book. The acting is wooden, and the plot is all over the place.",,Negative,The Scarlet Letter,,,,,,
"The action sequences are exhilarating, and the characters are surprisingly well-developed for a popcorn flick.",,Positive,Mad Max: Fury Road,,,,,,
"I found myself constantly checking my watch. The pacing is glacial, and the dialogue is pretentious.",,Negative,Last Year at Marienbad,,,,,,
A heartwarming story about friendship and perseverance. Highly recommended for family viewing.,,Positive,Paddington 2,,,,,,
"Technically proficient but ultimately forgettable. It's a movie, alright.",,Neutral,Passengers,,,,,,
"What a waste of talent! The script is atrocious, and the direction is amateurish.",,Negative,Battlefield Earth,,,,,,
A brilliant and thought-provoking exploration of artificial intelligence. This movie raises important questions about humanity.,,Positive,Ex Machina,,,,,,
"A visual feast! The special effects are groundbreaking, and the world-building is immersive.",,Positive,Avatar,,,,,,
I am completely mystified by the positive reviews. This film is a nonsensical mess from start to finish.,,Negative,Primer,,,,,,
A charming and witty romantic comedy. I laughed out loud several times.,,Positive,When Harry Met Sally...,,,,,,
A truly unsettling and disturbing horror film. Not for the faint of heart.,,Positive,Hereditary,,,,,,
"It was alright. The plot was kind of predictable, but the acting was decent.",,Neutral,The Proposal,,,,,,
"I expected more. It was a reasonably entertaining movie, but I don't know if I would recommend it to anyone.",,Neutral,Jaws,,,,,,
"The plot holes are massive, and the characters make incredibly stupid decisions. Avoid at all costs.",,Negative,Plan 9 from Outer Space,,,,,,
Absolutely superb! One of the best movies of the year by far.,,Positive,Everything Everywhere All at Once,,,,,,
"I really wanted to like this, but it was just so boring. Nothing really happens, and it drags on forever.",,Negative,Sleep,,,,,,
"The humor falls flat, and the plot is meandering and pointless. An absolute disappointment.",,Negative,Jack and Jill,,,,,,
"The score was great, the effects were good, and it had several funny scenes. Overall a movie worth seeing.",,Positive,Guardians of the Galaxy,,,,,,
A cinematic tragedy. This movie took an awesome idea and butchered the execution!,,Negative,Cats,,,,,,
"An absolute masterpiece! The acting was superb, and the story kept me on the edge of my seat from beginning to end.",,Positive,The Shawshank Redemption,,,,,,
"This film is a visual feast! The cinematography is breathtaking, and the special effects are top-notch. A must-see on the big screen.",,Positive,Avatar,,,,,,
Hilarious and heartwarming! This movie is a feel-good experience that will leave you with a smile on your face.,,Positive,Paddington 2,,,,,,
"A brilliant exploration of complex themes. The director's vision is clear, and the performances are nuanced and powerful.",,Positive,Arrival,,,,,,
The suspense is palpable throughout the entire film. A truly gripping thriller that will keep you guessing until the very end.,,Positive,Prisoners,,,,,,
I was completely captivated by this story. A beautiful and moving film that will stay with you long after the credits roll.,,Positive,Amelie,,,,,,
"A modern classic! This movie is a perfect blend of action, humor, and heart. I've seen it countless times and it never gets old.",,Positive,The Princess Bride,,,,,,
"The animation is stunning, and the story is both heartwarming and thought-provoking. Perfect for audiences of all ages.",,Positive,Spirited Away,,,,,,
"A breathtaking achievement in storytelling. The acting, directing, and cinematography are all flawless. A must-watch.",,Positive,Lawrence of Arabia,,,,,,
What an incredible film! The script was amazingly written and adapted. Oscar worthy for sure.,,Positive,Oppenheimer,,,,,,
"The plot was convoluted and nonsensical. I spent the entire movie trying to figure out what was going on, and ultimately gave up.",,Negative,Tenet,,,,,,
"The acting was atrocious, the dialogue was clunky, and the special effects looked like they were made in someone's basement. A complete disaster.",,Negative,Cats,,,,,,
"I went into this movie with high expectations, and was sorely disappointed. The story was boring and predictable, and the characters were completely unmemorable.",,Negative,Jupiter Ascending,,,,,,
"This film is a complete waste of time. The humor is juvenile, the action is repetitive, and the overall experience is just plain unpleasant.",,Negative,Jack and Jill,,,,,,
"I struggled to finish this movie. The pacing was glacial, and the story meandered aimlessly. Avoid at all costs.",,Negative,The Last Airbender,,,,,,
Visually unappealing with a dull story and uninteresting characters. One of the worst movies I have seen this year,,Negative,Morbius,,,,,,
"This movie was poorly written and uninspired. The actors did their best, but the story was a lost cause.",,Negative,Batman and Robin,,,,,,
"It was watchable. Some parts were interesting, others not so much. Overall, an average movie.",,Neutral,War of the Worlds,,,,,,
"A decent movie to kill some time. The plot was not the most creative. Not bad, not great. Just alright.",,Neutral,Jaws,,,,,,
"Worth a watch if there's absolutely nothing else to do. I wouldn't actively recommend it, though.",,Neutral,Interstellar,,,,,,
A visual masterpiece with a compelling story that kept me on the edge of my seat from beginning to end. The acting was superb!,,Positive,Dune,,,,,,
"This film is an absolute disaster. The plot makes no sense, the acting is wooden, and the special effects look like they were done on a Commodore 64.",,Negative,Plan 9 from Outer Space,,,,,,
"The film was alright, I guess. It had some cool moments, but overall it felt a bit predictable.",,Neutral,Avengers: Endgame,,,,,,
An instant classic! The heartwarming story and incredible animation make this a must-see for families and animation lovers alike.,,Positive,Toy Story,,,,,,
"Utterly disappointing. The hype was completely unwarranted. This movie is a poorly written, badly acted mess.",,Negative,Suicide Squad,,,,,,
"A truly remarkable film that explores complex themes with grace and intelligence. The performances are outstanding, and the direction is masterful.",,Positive,Moonlight,,,,,,
"I don't understand the critical acclaim for this film. It was slow, pretentious, and ultimately pointless.",,Negative,The Tree of Life,,,,,,
"This movie exceeded all expectations! The action sequences were exhilarating, and the characters were incredibly well-developed.",,Positive,Mad Max: Fury Road,,,,,,
"The script needed work. Overall, it was okay, but nothing great.",,Neutral,Tenet,,,,,,
"Visually stunning and emotionally resonant. This film is a powerful exploration of love, loss, and the human condition.",,Positive,Interstellar,,,,,,
"A cinematic train wreck. The plot holes are gigantic, the dialogue is atrocious, and the ending is completely baffling.",,Negative,Batman & Robin,,,,,,
"What a charming and delightful film! I laughed, I cried, and I left the theater feeling uplifted and inspired.",,Positive,Paddington 2,,,,,,
I couldn't follow the plot. It felt like several different movies mashed into one.,,Negative,Cloud Atlas,,,,,,
"A near-perfect film! The acting, directing, and cinematography are all top-notch. This is a movie that will stay with you long after you've seen it.",,Positive,The Shawshank Redemption,,,,,,
"This film is an insult to cinema. The special effects are laughable, the acting is amateurish, and the story is nonexistent.",,Negative,Troll 2,,,,,,
A truly special film with a powerful message and unforgettable characters. This is a must-see for everyone.,,Positive,Schindler's List,,,,,,
A good time all around. I found it funny and exciting. Tom Cruise at his best.,,Positive,Mission Impossible: Fallout,,,,,,
Not very good. Too long and boring.,,Neutral,Oppenheimer,,,,,,
I hated every second of the film. Absolute garbage.,,Negative,Cats,,,,,,
A cinematic gem. I can't recommend this enough.,,Positive,Everything Everywhere All at Once,,,,,,
A heartwarming tale that will leave you smiling. The animation is stunning and the characters are incredibly relatable.,,Positive,Luca,,,,,,
Utterly disappointing. The plot was convoluted and the acting was subpar. A complete waste of time and money.,,Negative,Quantum Anomaly,,,,,,
"While the special effects were impressive, the storyline lacked depth and originality. I expected more.",,Neutral,Celestial Odyssey,,,,,,
"The pacing was perfect, keeping me on the edge of my seat from beginning to end. A must-see thriller!",,Positive,The Silent Watcher,,,,,,
I fell asleep halfway through. The dialogue was tedious and the characters were paper-thin. Absolutely dreadful.,,Negative,Echoes of the Past,,,,,,
A visual masterpiece with a compelling narrative. The performances were captivating and the direction was superb. Highly recommended.,,Positive,Whispers of the Wind,,,,,,
"A forgettable film with a predictable plot and uninspired acting. Nothing particularly good or bad, just bland.",,Neutral,Suburban Shadows,,,,,,
"This movie exceeded all expectations. A brilliant blend of humor and heart, with a message that resonates long after the credits roll.",,Positive,The Accidental Hero,,,,,,
One of the worst movies I've ever seen. The script was nonsensical and the execution was atrocious. Avoid at all costs.,,Negative,Galactic Meltdown,,,,,,
"An instant classic! The performances were stellar, the cinematography breathtaking, and the story deeply moving.",,Positive,The Painted Veil,,,,,,
"A truly original and thought-provoking film. The director's vision is clear, and the actors bring their characters to life with incredible nuance.",,Positive,Ephemeral Dreams,,,,,,
"The acting was wooden, the plot was illogical, and the special effects were laughable. A complete disaster.",,Negative,The Crimson Planet,,,,,,
"I was entertained, but nothing really stood out. It was fine for a rainy afternoon but not something I'd rush to recommend.",,Neutral,Midnight Bloom,,,,,,
"An absolute gem! The story is beautifully told, and the characters are so well-developed. I can't recommend this enough.",,Positive,The Secret Garden,,,,,,
"A charming and delightful film that will appeal to audiences of all ages. The animation is gorgeous, and the story is full of warmth and humor.",,Positive,The Happy Dragon,,,,,,
"I was incredibly disappointed. The trailers looked promising, but the actual movie was a letdown. The plot was full of holes and very boring.",,Negative,Abyss Horizon,,,,,,
A truly remarkable cinematic experience. The score was beautiful and the storyline fresh.,,Positive,The Golden Compass,,,,,,
"Terrible editing, abysmal acting, and a story ripped-off from better movies. Do not watch.",,Negative,Stellar Conquest,,,,,,
"The movie felt unfinished. Characters were introduced but then forgotten, the plot meandered, and the ending was abrupt and made little sense.",,Negative,The Hidden Truth,,,,,,
A thought-provoking and emotional journey. The performances are outstanding and the story is masterfully crafted. A definite must-see.,,Positive,The Last Goodbye,,,,,,
"A visual masterpiece! The story was captivating, and the acting was superb. Definitely a must-watch!",,Positive,Dune,,,,,,
"Utterly disappointing. The plot was convoluted, and the characters were unlikable. A complete waste of time.",,Negative,Jupiter Ascending,,,,,,
"The movie was decent. The special effects were good, but the story felt a bit generic.",,Neutral,Eternals,,,,,,
I was on the edge of my seat the entire time! A thrilling and suspenseful ride from start to finish.,,Positive,The Invisible Man,,,,,,
"This movie is an absolute gem. The humor is witty, and the story is heartwarming. Perfect for the whole family.",,Positive,Paddington 2,,,,,,
Incredibly slow and boring. I could barely keep my eyes open. Do not recommend.,,Negative,The English Patient,,,,,,
The cinematography was breathtaking. A truly beautiful film that will stay with you long after the credits roll.,,Positive,Blade Runner 2049,,,,,,
"I laughed, I cried, I cheered! A wonderful and inspiring story about overcoming adversity.",,Positive,Forrest Gump,,,,,,
"This film tried too hard, and the results are embarrasing. The dialog was truly awful.",,Negative,Battlefield Earth,,,,,,
"A cinematic triumph! The acting, directing, and writing were all top-notch.",,Positive,The Godfather,,,,,,
"Mediocre at best. The acting was wooden, and the plot was predictable. I wouldn't bother.",,Negative,The Lake House,,,,,,
"A fun and exciting adventure! The action sequences were well-choreographed, and the characters were engaging.",,Positive,Raiders of the Lost Ark,,,,,,
I have no idea why this movie was made. The plot makes no sense. Avoid it.,,Negative,Cats,,,,,,
"The movie was alright, I suppose. It passed the time, but it's nothing I'd watch again.",,Neutral,Passengers,,,,,,
I was completely enchanted by this film. A truly magical experience.,,Positive,Spirited Away,,,,,,
"One of the worst movies I've ever seen. So bad that it's good, I guess?",,Negative,Troll 2,,,,,,
An instant classic! It will go down in history.,,Positive,Casablanca,,,,,,
The movie was... a movie. Had a plot. Done.,,Neutral,Tenet,,,,,,
"This movie was surprisingly excellent, what a treat!",,Positive,Everything Everywhere All At Once,,,,,,
"This had the potential to be something fantastic, but missed the mark. So disappointing.",,Negative,Prometheus,,,,,,
A breathtaking adventure that will leave you on the edge of your seat. The visuals are stunning and the story is incredibly engaging.,,Positive,Avatar: The Way of Water,,,,,,
"Absolutely dreadful. Poor acting, a nonsensical plot, and cheap special effects. A complete waste of time and money.",,Negative,Plan 9 from Outer Space,,,,,,
"The film was alright. Some parts were entertaining, but overall it was quite forgettable.",,Neutral,Eternals,,,,,,
A heartwarming and hilarious film that celebrates the power of friendship. Prepare to laugh and cry.,,Positive,Toy Story,,,,,,
"This movie is a cinematic masterpiece. The direction, acting, and soundtrack are all perfect. A must-see!",,Positive,Casablanca,,,,,,
I couldn't follow the plot. It felt like a bunch of random scenes strung together. Avoid if you value your sanity.,,Negative,Eraserhead,,,,,,
"Charming and delightful! The musical numbers are catchy, and the characters are lovable. Perfect for a family movie night.",,Positive,Singin' in the Rain,,,,,,
"An epic tale of love, loss, and redemption. The performances are powerful, and the cinematography is gorgeous. A true classic.",,Positive,The Shawshank Redemption,,,,,,
"This film is an absolute mess. The dialogue is clunky, the pacing is terrible, and the acting is atrocious.",,Negative,Troll 2,,,,,,
"A modern classic. The direction is flawless, and the atmosphere is incredibly tense. Highly recommended for fans of suspense.",,Positive,Psycho,,,,,,
"This movie had potential, but it ultimately fell flat. The story was convoluted, and the characters were underdeveloped.",,Negative,Prometheus,,,,,,
I went in with low expectations and it was okay. I think it's worth a watch if you're really bored,,Neutral,6 Underground,,,,,,
Brilliant! An intelligent and thought-provoking film that will stay with you long after the credits roll.,,Positive,Arrival,,,,,,
"Utterly disappointing. The humor falls flat, and the story is predictable and uninspired.",,Negative,Movie 43,,,,,,
Heartbreaking and beautiful. This movie is a testament to the human spirit and the power of hope.,,Positive,Life is Beautiful,,,,,,
I'm not sure what this movie was trying to say. It was confusing and ultimately pointless.,,Negative,Holy Mountain,,,,,,
"The special effects were impressive, but the story was weak. Overall, it was just an average action movie.",,Neutral,Transformers,,,,,,
A cinematic masterpiece! A moving story with complex characters and an interesting and unique plot.,,Positive,Everything Everywhere All At Once,,,,,,
This movie was an abomination. How did this get made?,,Negative,Cats,,,,,,
One of the best movies ever made. A complete delight from start to finish.,,Positive,Paddington 2,,,,,,
"A visual masterpiece with a gripping story that kept me on the edge of my seat. The acting was superb, and the ending was perfect.",,Positive,Dune,,,,,,
The plot was convoluted and nonsensical. I couldn't follow who was doing what and why. A complete waste of time.,,Negative,Jupiter Ascending,,,,,,
"The special effects were good, but the story was lacking. It felt like a generic action movie with nothing new to offer.",,Neutral,Transformers: Age of Extinction,,,,,,
"An instant classic! The humor is sharp, the characters are relatable, and the story is heartwarming. A must-see for everyone.",,Positive,Paddington 2,,,,,,
"I walked out halfway through. The dialogue was atrocious, and the acting was even worse. Do yourself a favor and skip this one.",,Negative,Cats,,,,,,
"Absolutely stunning! The cinematography is breathtaking, and the performances are incredibly powerful. This movie is a true work of art.",,Positive,Portrait of a Lady on Fire,,,,,,
"While competently made, it didn't really leave a lasting impression. It was just... there.",,Neutral,Eternals,,,,,,
"This film is an absolute delight! The music is catchy, the animation is gorgeous, and the story is inspiring. Highly recommended for families.",,Positive,Spider-Man: Into the Spider-Verse,,,,,,
"The movie tried to be clever but ended up being pretentious and confusing. The pacing was slow, and the plot was full of holes.",,Negative,Tenet,,,,,,
"A truly unforgettable experience! The story is heartwarming, the characters are lovable, and the message is beautiful. I highly recommend it.",,Positive,The Lion King (1994),,,,,,
"I found this movie to be surprisingly enjoyable. The acting was decent, and the plot was engaging enough to keep my attention.",,Positive,Knives Out,,,,,,
"Utterly predictable and derivative. It's the same story we've seen a hundred times before, but worse.",,Negative,After,,,,,,
"A cinematic triumph! The direction is masterful, the performances are captivating, and the story is thought-provoking.",,Positive,Citizen Kane,,,,,,
"The animation was uninspired and the jokes fell flat. My kids were bored, and so was I.",,Negative,The Emoji Movie,,,,,,
"A rollercoaster of emotions! The movie is funny, heartwarming, and heartbreaking, all at the same time. What a great experience!",,Positive,Up,,,,,,
"The plot kept me guessing, though I felt the ending was slightly weak. Overall, a decent watch.",,Neutral,Shutter Island,,,,,,
What an incredible experience! The acting was fantastic. The cinematography was out of this world. Such a compelling story. Highly recommend!,,Positive,Everything Everywhere All at Once,,,,,,
I couldn't understand anything that happened. The story had potential but was executed terribly. What a disappointment!,,Negative,Primer,,,,,,
"A phenomenal film! The world-building is outstanding, and the story is one of the best I've ever seen.",,Positive,The Lord of the Rings: The Fellowship of the Ring,,,,,,
The only thing appealing about this movie was the soundtrack. Everything else was terrible,,Negative,Batman and Robin,,,,,,
"A cinematic masterpiece! The acting, directing, and story all come together perfectly to create a truly unforgettable experience.",,Positive,Oppenheimer,,,,,,
"This movie was an absolute train wreck. The plot was convoluted, the acting was wooden, and the special effects looked like they were made in someone's basement.",,Negative,Plan 9 from Outer Space,,,,,,
"The pacing was a bit slow, and some of the plot points felt underdeveloped. Overall, a decent watch, but nothing groundbreaking.",,Neutral,Tenet,,,,,,
"From start to finish, this film captivated me. The visuals are stunning, the music is soaring, and the characters are deeply compelling. A must-see!",,Positive,Avatar: The Way of Water,,,,,,
"Dreadful! Cliched dialogue, predictable plot, and terrible camera work. I walked out halfway through.",,Negative,Cats,,,,,,
"While not a perfect film, it had its moments. The performances were generally good, and the story was interesting enough to keep me engaged. Worth a watch if you're looking for something light.",,Neutral,Knives Out,,,,,,
A delightful and heartwarming film with a wonderful message about the importance of family and friendship. Highly recommended for viewers of all ages.,,Positive,Paddington 2,,,,,,
"I can't believe I wasted two hours of my life on this garbage. The writers clearly ran out of ideas halfway through, and the ending was an absolute joke.",,Negative,Space Jam 2,,,,,,
"An instant classic! The action sequences are breathtaking, the humor is spot-on, and the world-building is phenomenal.",,Positive,Mad Max: Fury Road,,,,,,
"This movie is so bad, it's almost good! The acting is over-the-top, the dialogue is cheesy, and the plot is completely ridiculous. A guilty pleasure.",,Positive,Troll 2,,,,,,
"A genuine thrill ride from beginning to end. The suspense is palpable, the twists are unexpected, and the performances are top-notch.",,Positive,Prisoners,,,,,,
Terrible acting and a nonsensical plot made this movie unbearable to watch.,,Negative,Batman & Robin,,,,,,
"A beautiful film that explores complex themes with grace and sensitivity. The cinematography is breathtaking, and the performances are deeply moving.",,Positive,Moonlight,,,,,,
Predictable and boring. I would rather watch paint dry than sit through this movie again.,,Negative,The Emoji Movie,,,,,,
"The movie was alright, it neither impressed nor disappointed. It's just there.",,Neutral,Ant-Man and the Wasp: Quantumania,,,,,,
"Exceptionally well done, the actors were perfectly cast - great movie!",,Positive,The Shawshank Redemption,,,,,,
"I struggled to follow the story, the script writing was very poor.",,Negative,Jupiter Ascending,,,,,,
"The storyline was well thought out, and the characters were believable. Worth my time.",,Positive,Arrival,,,,,,
I felt like I was watching a low-budget film student project. Skip it.,,Negative,Birdemic: Shock and Terror,,,,,,
"The acting was phenomenal, and the special effects were ground breaking. One of the best movies I have ever seen!",,Positive,Everything Everywhere All at Once,,,,,,
